player,team,nation,position,age,matches_played,starts,minutes,goals,assists,yellow_cards,red_cards,xG,xAG,PrgC,PrgP,Prgr,Gls/90,Ast/90,xG/90,xGA/90,SoT%,SoT/90,G/sh,Dist,Cmp,Cmp%,TotDist,Short_Cmp%,Medium_Cmp%,Long_Cmp%,KP,1/3,PPA,CrsPA,PrgP/passing,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att,Succ%,Tkld%,Carries,ProDist,ProgC,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Lost,Blocks,Sh,Pass,Int,SCA,SCA90,GCA,GCA90,Fls,Fld,Off,Crs,Recov,Won,Won%,GA90,Save%,CS%,PSave%
Ross Stewart,"2024-2025 Southampton Stats
(Premier League)",sct SCO,"FW,MF",28,6.0,1.0,170.0,0.0,0.0,1.0,0.0,0.1,0.0,1.0,1.0,5.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,12.5,43.0,78.2,628.0,87.0,87.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,5.0,15.0,32.0,24.0,2.0,4.0,50.0,50.0,40.0,171.0,1.0,0.0,1.0,6.0,55.0,5.0,0.0,0.0,7.0,3.0,0.0,3.0,0.0,2.0,1.06,0.0,0.0,4.0,5.0,1.0,0.0,2.0,6.0,46.2,N/a,N/a,N/a,N/a
Ryan Christie,"2024-2025 Bournemouth Stats
(Premier League)",sct SCO,MF,30,29.0,27.0,2117.0,2.0,3.0,9.0,0.0,1.8,3.5,34.0,137.0,44.0,0.09,0.13,0.08,0.15,36.4,0.51,0.06,19.6,837.0,79.3,14882.0,88.2,87.9,48.8,41.0,40.0,33.0,5.0,137.0,1376.0,74.0,256.0,773.0,372.0,46.0,64.0,47.9,45.8,726.0,3802.0,34.0,8.0,44.0,25.0,777.0,44.0,54.0,33.0,28.0,44.0,11.0,33.0,30.0,85.0,3.62,9.0,0.38,43.0,31.0,1.0,48.0,182.0,20.0,41.7,N/a,N/a,N/a,N/a
Ryan Fraser,"2024-2025 Southampton Stats
(Premier League)",sct SCO,"FW,DF",31,8.0,4.0,306.0,0.0,0.0,0.0,1.0,0.0,0.1,10.0,8.0,18.0,0.0,0.0,0.01,0.03,100.0,0.29,0.0,31.6,77.0,74.8,1121.0,93.5,70.0,30.0,2.0,5.0,1.0,0.0,8.0,131.0,12.0,45.0,50.0,37.0,3.0,6.0,66.7,33.3,74.0,492.0,10.0,2.0,4.0,2.0,94.0,18.0,6.0,2.0,3.0,1.0,1.0,0.0,1.0,5.0,1.47,0.0,0.0,1.0,4.0,1.0,12.0,10.0,2.0,40.0,N/a,N/a,N/a,N/a
Ryan Gravenberch,"2024-2025 Liverpool Stats
(Premier League)",nl NED,MF,22,32.0,32.0,2741.0,0.0,3.0,5.0,0.0,0.9,2.8,60.0,153.0,51.0,0.0,0.1,0.03,0.09,25.0,0.13,0.0,24.3,1515.0,89.0,22580.0,92.4,91.7,60.2,24.0,68.0,30.0,1.0,153.0,2056.0,98.0,418.0,1211.0,454.0,23.0,47.0,47.1,37.1,1228.0,6395.0,60.0,9.0,44.0,19.0,1476.0,51.0,59.0,30.0,11.0,32.0,9.0,23.0,54.0,59.0,1.94,6.0,0.2,39.0,45.0,0.0,6.0,171.0,21.0,65.6,N/a,N/a,N/a,N/a
Ryan Manning,"2024-2025 Southampton Stats
(Premier League)",ie IRL,"DF,MF",28,20.0,15.0,1195.0,0.0,0.0,2.0,0.0,0.3,2.6,12.0,28.0,63.0,0.0,0.0,0.02,0.2,0.0,0.0,0.0,18.6,521.0,79.7,8726.0,92.6,82.0,48.9,25.0,11.0,11.0,8.0,28.0,790.0,62.0,219.0,324.0,256.0,21.0,25.0,35.5,41.9,395.0,1671.0,12.0,4.0,16.0,5.0,470.0,63.0,27.0,17.0,5.0,18.0,11.0,7.0,16.0,38.0,2.86,1.0,0.08,17.0,26.0,0.0,66.0,56.0,12.0,70.6,N/a,N/a,N/a,N/a
Ryan Sessegnon,"2024-2025 Fulham Stats
(Premier League)",eng ENG,"FW,DF",24,9.0,2.0,191.0,3.0,1.0,0.0,0.0,0.8,0.6,6.0,2.0,16.0,1.41,0.47,0.4,0.26,71.4,2.36,0.43,12.1,40.0,75.5,531.0,82.4,75.0,100.0,4.0,3.0,1.0,0.0,2.0,90.0,2.0,21.0,31.0,39.0,16.0,5.0,37.5,62.5,44.0,320.0,6.0,6.0,4.0,6.0,51.0,16.0,6.0,1.0,3.0,3.0,0.0,3.0,2.0,7.0,3.3,2.0,0.94,7.0,1.0,0.0,3.0,9.0,3.0,50.0,N/a,N/a,N/a,N/a
Ryan Yates,"2024-2025 Nottingham Forest Stats
(Premier League)",eng ENG,MF,27,29.0,17.0,1742.0,2.0,1.0,8.0,0.0,2.3,1.1,17.0,45.0,12.0,0.1,0.05,0.12,0.06,29.0,0.46,0.06,18.9,555.0,82.1,8083.0,88.7,86.1,55.3,17.0,18.0,4.0,0.0,45.0,938.0,73.0,249.0,459.0,240.0,38.0,35.0,50.0,27.8,378.0,1848.0,17.0,1.0,23.0,18.0,488.0,12.0,39.0,21.0,29.0,33.0,8.0,25.0,24.0,35.0,1.81,3.0,0.15,48.0,46.0,6.0,3.0,89.0,43.0,59.7,N/a,N/a,N/a,N/a
Rúben Dias,"2024-2025 Manchester City Stats
(Premier League)",pt POR,DF,27,21.0,19.0,1731.0,0.0,0.0,4.0,0.0,1.3,0.3,31.0,106.0,6.0,0.0,0.0,0.07,0.01,26.7,0.21,0.0,19.5,1685.0,93.3,28889.0,96.8,96.1,66.7,5.0,52.0,5.0,0.0,106.0,1936.0,172.0,640.0,1056.0,243.0,19.0,8.0,66.7,33.3,1383.0,7837.0,31.0,1.0,5.0,1.0,1582.0,6.0,13.0,7.0,21.0,14.0,12.0,2.0,18.0,19.0,0.99,0.0,0.0,10.0,7.0,0.0,2.0,57.0,27.0,56.3,N/a,N/a,N/a,N/a
Sam Johnstone,"2024-2025 Wolverhampton Wanderers Stats
(Premier League)",eng ENG,GK,32,7.0,7.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,184.0,66.2,5548.0,96.9,97.6,45.0,1.0,0.0,0.0,0.0,0.0,306.0,229.0,304.0,2.0,0.0,0.0,1.0,N/a,N/a,196.0,1221.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,100.0,2.43,61.5,0.0,0.0
Sam Morsy,"2024-2025 Ipswich Town Stats
(Premier League)",eg EGY,MF,33,27.0,25.0,2240.0,1.0,1.0,9.0,0.0,0.3,0.7,14.0,100.0,9.0,0.04,0.04,0.01,0.03,22.2,0.08,0.11,26.3,1042.0,86.6,16602.0,93.2,91.5,58.6,16.0,20.0,13.0,2.0,100.0,1398.0,72.0,406.0,802.0,203.0,4.0,54.0,57.9,31.6,715.0,3780.0,14.0,2.0,13.0,9.0,942.0,9.0,56.0,32.0,21.0,27.0,11.0,16.0,26.0,36.0,1.45,2.0,0.08,42.0,20.0,0.0,11.0,127.0,14.0,40.0,N/a,N/a,N/a,N/a
Sammie Szmodics,"2024-2025 Ipswich Town Stats
(Premier League)",ie IRL,"FW,MF",29,19.0,13.0,979.0,4.0,0.0,2.0,0.0,3.4,0.2,16.0,18.0,46.0,0.37,0.0,0.31,0.02,57.1,1.1,0.19,14.0,144.0,74.2,2402.0,87.0,84.4,51.7,4.0,8.0,4.0,1.0,18.0,309.0,17.0,80.0,119.0,116.0,33.0,23.0,33.3,50.0,174.0,989.0,16.0,7.0,24.0,17.0,189.0,46.0,15.0,9.0,11.0,10.0,2.0,8.0,6.0,9.0,0.83,0.0,0.0,9.0,8.0,8.0,13.0,41.0,6.0,35.3,N/a,N/a,N/a,N/a
Sander Berge,"2024-2025 Fulham Stats
(Premier League)",no NOR,MF,27,24.0,20.0,1824.0,0.0,0.0,4.0,0.0,0.2,0.6,20.0,94.0,8.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,7.6,890.0,90.6,15889.0,91.1,93.8,84.0,17.0,18.0,3.0,0.0,94.0,1143.0,68.0,317.0,665.0,166.0,11.0,35.0,56.3,31.3,658.0,3474.0,20.0,2.0,9.0,13.0,726.0,8.0,48.0,28.0,16.0,24.0,8.0,16.0,19.0,39.0,1.92,2.0,0.1,25.0,5.0,0.0,3.0,107.0,25.0,61.0,N/a,N/a,N/a,N/a
Sandro Tonali,"2024-2025 Newcastle United Stats
(Premier League)",it ITA,MF,24,29.0,21.0,2000.0,3.0,1.0,5.0,0.0,3.5,0.7,30.0,89.0,42.0,0.14,0.05,0.16,0.03,33.3,0.41,0.11,19.0,910.0,82.9,13852.0,89.4,85.6,54.5,12.0,31.0,16.0,3.0,89.0,1322.0,53.0,306.0,737.0,301.0,34.0,40.0,56.7,33.3,725.0,3907.0,30.0,4.0,21.0,23.0,908.0,42.0,43.0,29.0,9.0,27.0,10.0,17.0,28.0,47.0,2.11,5.0,0.22,33.0,38.0,2.0,27.0,142.0,10.0,52.6,N/a,N/a,N/a,N/a
Santiago Bueno,"2024-2025 Wolverhampton Wanderers Stats
(Premier League)",uy URU,DF,26,25.0,17.0,1581.0,0.0,0.0,2.0,0.0,0.4,0.0,1.0,27.0,1.0,0.0,0.0,0.02,0.0,50.0,0.17,0.0,14.0,702.0,88.0,12901.0,92.5,93.8,56.8,0.0,2.0,1.0,0.0,27.0,958.0,156.0,486.0,456.0,19.0,6.0,18.0,0.0,100.0,523.0,2659.0,1.0,0.0,2.0,2.0,625.0,1.0,33.0,17.0,31.0,32.0,18.0,14.0,14.0,11.0,0.63,4.0,0.23,26.0,5.0,0.0,0.0,42.0,34.0,52.3,N/a,N/a,N/a,N/a
Saša Lukić,"2024-2025 Fulham Stats
(Premier League)",rs SRB,MF,28,24.0,23.0,1879.0,0.0,2.0,12.0,0.0,0.8,2.6,32.0,75.0,26.0,0.0,0.1,0.04,0.12,8.3,0.05,0.0,19.9,904.0,87.6,15271.0,92.3,92.2,69.3,21.0,33.0,11.0,4.0,75.0,1217.0,44.0,263.0,698.0,268.0,12.0,45.0,46.2,30.8,683.0,3661.0,32.0,3.0,18.0,7.0,782.0,26.0,56.0,31.0,18.0,16.0,6.0,10.0,22.0,44.0,2.11,2.0,0.1,54.0,24.0,0.0,52.0,96.0,18.0,50.0,N/a,N/a,N/a,N/a
Sean Longstaff,"2024-2025 Newcastle United Stats
(Premier League)",eng ENG,MF,27,23.0,8.0,778.0,0.0,0.0,2.0,0.0,0.6,0.2,4.0,38.0,20.0,0.0,0.0,0.07,0.02,16.7,0.12,0.0,13.5,284.0,84.3,4220.0,86.7,92.2,66.7,4.0,10.0,1.0,0.0,38.0,414.0,20.0,112.0,186.0,119.0,21.0,27.0,33.3,50.0,238.0,1143.0,4.0,2.0,8.0,7.0,296.0,20.0,27.0,16.0,7.0,15.0,4.0,11.0,6.0,14.0,1.62,2.0,0.23,9.0,6.0,0.0,5.0,31.0,7.0,50.0,N/a,N/a,N/a,N/a
Sepp van den Berg,"2024-2025 Brentford Stats
(Premier League)",nl NED,DF,23,25.0,23.0,2046.0,0.0,0.0,2.0,0.0,1.3,0.2,7.0,60.0,27.0,0.0,0.0,0.06,0.01,30.8,0.18,0.0,11.3,828.0,83.8,14125.0,87.1,88.0,64.7,4.0,9.0,3.0,1.0,60.0,1259.0,228.0,638.0,471.0,153.0,38.0,24.0,57.1,42.9,540.0,2665.0,7.0,0.0,13.0,5.0,696.0,27.0,34.0,21.0,62.0,45.0,31.0,14.0,18.0,19.0,0.84,2.0,0.09,18.0,5.0,1.0,7.0,76.0,76.0,55.1,N/a,N/a,N/a,N/a
Sergio Reguilón,"2024-2025 Tottenham Hotspur Stats
(Premier League)",es ESP,DF,28,3.0,0.0,123.0,0.0,0.0,2.0,0.0,0.1,0.0,4.0,12.0,10.0,0.0,0.0,0.05,0.02,0.0,0.0,0.0,5.4,73.0,69.5,1144.0,75.0,76.6,33.3,1.0,2.0,2.0,1.0,12.0,121.0,2.0,28.0,61.0,33.0,3.0,3.0,50.0,0.0,64.0,293.0,4.0,1.0,1.0,1.0,74.0,10.0,4.0,3.0,2.0,4.0,0.0,4.0,2.0,1.0,0.73,0.0,0.0,2.0,5.0,0.0,10.0,9.0,5.0,71.4,N/a,N/a,N/a,N/a
Simon Adingra,"2024-2025 Brighton & Hove Albion Stats
(Premier League)",ci CIV,"FW,MF",23,23.0,8.0,824.0,2.0,1.0,0.0,0.0,2.2,1.7,30.0,14.0,104.0,0.22,0.11,0.23,0.19,29.2,0.76,0.08,16.1,215.0,74.9,3107.0,86.5,73.8,54.2,12.0,17.0,12.0,5.0,14.0,418.0,6.0,55.0,127.0,241.0,56.0,18.0,40.5,59.5,277.0,1805.0,30.0,14.0,30.0,9.0,294.0,104.0,16.0,9.0,2.0,9.0,0.0,9.0,7.0,34.0,3.71,6.0,0.66,9.0,2.0,2.0,31.0,36.0,4.0,66.7,N/a,N/a,N/a,N/a
Son Heung-min,"2024-2025 Tottenham Hotspur Stats
(Premier League)",kr KOR,FW,32,28.0,23.0,2004.0,7.0,9.0,1.0,0.0,7.0,8.2,87.0,104.0,259.0,0.31,0.4,0.31,0.37,45.3,1.08,0.11,17.0,703.0,79.0,9833.0,89.7,80.0,48.0,50.0,45.0,51.0,6.0,104.0,1093.0,15.0,110.0,347.0,646.0,117.0,23.0,35.4,48.8,732.0,4522.0,87.0,40.0,25.0,29.0,837.0,259.0,17.0,9.0,11.0,10.0,0.0,10.0,5.0,116.0,5.21,15.0,0.67,5.0,28.0,11.0,75.0,81.0,6.0,35.3,N/a,N/a,N/a,N/a
Stefan Ortega,"2024-2025 Manchester City Stats
(Premier League)",de GER,GK,32,11.0,10.0,920.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,324.0,82.9,7306.0,97.8,97.6,54.3,0.0,0.0,0.0,0.0,0.0,420.0,320.0,417.0,3.0,0.0,0.0,1.0,N/a,N/a,272.0,1257.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,1.0,100.0,1.66,64.4,20.0,0.0
Stephy Mavididi,"2024-2025 Leicester City Stats
(Premier League)",eng ENG,FW,26,29.0,15.0,1531.0,4.0,1.0,2.0,0.0,1.8,2.5,87.0,57.0,134.0,0.24,0.06,0.11,0.15,26.9,0.41,0.15,16.1,436.0,74.7,5925.0,90.8,67.6,42.9,21.0,39.0,26.0,7.0,57.0,823.0,22.0,124.0,308.0,407.0,58.0,38.0,37.4,49.5,551.0,4151.0,87.0,25.0,38.0,34.0,591.0,134.0,30.0,16.0,15.0,26.0,2.0,24.0,11.0,48.0,2.82,7.0,0.41,16.0,17.0,2.0,68.0,80.0,9.0,37.5,N/a,N/a,N/a,N/a
Sven Botman,"2024-2025 Newcastle United Stats
(Premier League)",nl NED,DF,25,3.0,3.0,224.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,11.7,113.0,88.3,1909.0,84.4,98.0,66.7,0.0,0.0,0.0,0.0,3.0,156.0,24.0,63.0,89.0,5.0,5.0,3.0,33.3,33.3,82.0,350.0,0.0,0.0,1.0,0.0,101.0,0.0,5.0,3.0,5.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,8.0,9.0,64.3,N/a,N/a,N/a,N/a
Sávio,"2024-2025 Manchester City Stats
(Premier League)",br BRA,"FW,MF",21,26.0,20.0,1657.0,1.0,8.0,3.0,0.0,4.8,6.6,129.0,65.0,226.0,0.05,0.43,0.26,0.36,37.7,1.09,0.02,17.7,649.0,80.8,9657.0,89.9,80.0,58.5,43.0,42.0,47.0,8.0,65.0,1031.0,12.0,52.0,263.0,733.0,146.0,17.0,45.9,34.9,744.0,6140.0,129.0,73.0,41.0,37.0,807.0,226.0,21.0,15.0,2.0,13.0,2.0,11.0,6.0,105.0,5.7,15.0,0.81,17.0,26.0,3.0,78.0,74.0,1.0,33.3,N/a,N/a,N/a,N/a
Séamus Coleman,"2024-2025 Everton Stats
(Premier League)",ie IRL,DF,36,3.0,2.0,197.0,0.0,0.0,1.0,0.0,0.6,0.0,1.0,8.0,2.0,0.0,0.0,0.26,0.0,100.0,0.46,0.0,10.5,57.0,72.2,1046.0,93.1,77.4,37.5,0.0,1.0,0.0,0.0,8.0,100.0,11.0,39.0,43.0,19.0,2.0,3.0,80.0,20.0,43.0,225.0,1.0,0.0,1.0,1.0,51.0,2.0,2.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,0.91,1.0,0.46,0.0,1.0,0.0,3.0,7.0,1.0,50.0,N/a,N/a,N/a,N/a
Taiwo Awoniyi,"2024-2025 Nottingham Forest Stats
(Premier League)",ng NGA,FW,27,23.0,3.0,363.0,1.0,0.0,0.0,0.0,2.1,0.1,6.0,7.0,19.0,0.25,0.0,0.52,0.03,40.0,0.99,0.1,12.6,57.0,65.5,629.0,75.5,54.2,0.0,2.0,5.0,2.0,0.0,7.0,151.0,4.0,13.0,68.0,71.0,21.0,5.0,37.5,62.5,83.0,373.0,6.0,2.0,17.0,16.0,104.0,19.0,6.0,3.0,31.0,1.0,0.0,1.0,0.0,9.0,2.23,1.0,0.25,7.0,9.0,1.0,2.0,16.0,11.0,26.2,N/a,N/a,N/a,N/a
Tariq Lamptey,"2024-2025 Brighton & Hove Albion Stats
(Premier League)",gh GHA,DF,24,13.0,9.0,765.0,2.0,2.0,0.0,0.0,0.4,0.8,25.0,12.0,40.0,0.24,0.24,0.05,0.09,33.3,0.24,0.33,18.5,314.0,82.4,4884.0,93.4,80.0,51.4,5.0,13.0,5.0,4.0,12.0,489.0,25.0,147.0,208.0,137.0,9.0,22.0,33.3,55.6,267.0,1867.0,25.0,2.0,9.0,4.0,276.0,40.0,14.0,10.0,12.0,12.0,5.0,7.0,6.0,15.0,1.76,3.0,0.35,12.0,10.0,0.0,24.0,35.0,1.0,7.7,N/a,N/a,N/a,N/a
Taylor Harwood-Bellis,"2024-2025 Southampton Stats
(Premier League)",eng ENG,DF,23,29.0,27.0,2390.0,1.0,0.0,8.0,0.0,1.7,0.8,27.0,108.0,8.0,0.04,0.0,0.07,0.03,36.8,0.26,0.05,10.6,1665.0,88.1,30859.0,93.3,91.7,63.9,12.0,27.0,8.0,0.0,108.0,2158.0,287.0,1006.0,1005.0,156.0,36.0,30.0,100.0,0.0,1243.0,5777.0,27.0,0.0,13.0,5.0,1568.0,8.0,27.0,19.0,33.0,57.0,36.0,21.0,29.0,32.0,1.21,2.0,0.08,30.0,12.0,0.0,9.0,110.0,48.0,59.3,N/a,N/a,N/a,N/a
Thiago,"2024-2025 Brentford Stats
(Premier League)",br BRA,FW,23,4.0,1.0,132.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,2.0,4.0,0.0,0.0,0.07,0.05,0.0,0.0,0.0,14.7,28.0,71.8,428.0,70.0,75.0,75.0,2.0,2.0,1.0,0.0,2.0,56.0,6.0,11.0,23.0,23.0,2.0,1.0,66.7,33.3,34.0,119.0,3.0,1.0,5.0,1.0,35.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,1.36,0.0,0.0,3.0,3.0,1.0,1.0,9.0,4.0,57.1,N/a,N/a,N/a,N/a
Thomas Partey,"2024-2025 Arsenal Stats
(Premier League)",gh GHA,"MF,DF",31,30.0,26.0,2347.0,4.0,2.0,4.0,0.0,2.0,1.9,30.0,156.0,43.0,0.15,0.08,0.08,0.07,30.4,0.27,0.17,19.5,1405.0,87.4,22401.0,93.2,88.4,67.5,17.0,33.0,33.0,2.0,156.0,1834.0,63.0,381.0,991.0,471.0,27.0,67.0,64.3,28.6,1021.0,5396.0,30.0,3.0,19.0,12.0,1293.0,43.0,79.0,48.0,21.0,22.0,6.0,16.0,30.0,54.0,2.07,12.0,0.46,37.0,26.0,1.0,12.0,112.0,26.0,55.3,N/a,N/a,N/a,N/a
Tim Iroegbunam,"2024-2025 Everton Stats
(Premier League)",eng ENG,MF,21,15.0,5.0,554.0,0.0,1.0,3.0,0.0,0.2,0.2,8.0,14.0,9.0,0.0,0.16,0.04,0.03,0.0,0.0,0.0,22.5,105.0,72.4,1779.0,71.9,83.7,68.4,3.0,10.0,1.0,0.0,14.0,248.0,20.0,79.0,117.0,58.0,12.0,20.0,42.1,36.8,119.0,708.0,8.0,2.0,10.0,18.0,108.0,9.0,26.0,12.0,3.0,16.0,4.0,12.0,14.0,10.0,1.62,1.0,0.16,14.0,11.0,0.0,1.0,46.0,8.0,72.7,N/a,N/a,N/a,N/a
Timo Werner,"2024-2025 Tottenham Hotspur Stats
(Premier League)",de GER,"FW,MF",29,18.0,4.0,516.0,0.0,3.0,0.0,0.0,1.0,2.5,42.0,30.0,89.0,0.0,0.52,0.17,0.44,37.5,0.52,0.0,18.2,158.0,66.9,2383.0,82.5,70.9,38.9,10.0,24.0,15.0,2.0,30.0,298.0,8.0,24.0,78.0,203.0,33.0,13.0,52.6,42.1,215.0,1768.0,42.0,18.0,14.0,6.0,227.0,89.0,6.0,4.0,1.0,10.0,1.0,9.0,1.0,18.0,3.13,3.0,0.52,3.0,5.0,5.0,28.0,18.0,0.0,0.0,N/a,N/a,N/a,N/a
Timothy Castagne,"2024-2025 Fulham Stats
(Premier League)",be BEL,DF,29,21.0,16.0,1522.0,0.0,1.0,1.0,0.0,0.4,1.2,17.0,58.0,65.0,0.0,0.06,0.02,0.07,37.5,0.18,0.0,14.0,725.0,82.1,11618.0,90.5,85.8,50.7,9.0,14.0,5.0,3.0,58.0,1077.0,85.0,419.0,431.0,232.0,30.0,44.0,40.0,40.0,521.0,2097.0,17.0,2.0,13.0,5.0,628.0,65.0,45.0,28.0,31.0,13.0,4.0,9.0,20.0,25.0,1.48,3.0,0.18,13.0,6.0,1.0,37.0,51.0,28.0,47.5,N/a,N/a,N/a,N/a
Toby Collyer,"2024-2025 Manchester United Stats
(Premier League)",eng ENG,MF,21,6.0,0.0,179.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,5.0,2.0,0.0,0.0,0.09,0.13,0.0,0.0,0.0,6.2,76.0,82.6,1127.0,86.0,86.5,75.0,2.0,0.0,1.0,0.0,5.0,129.0,9.0,46.0,59.0,25.0,3.0,6.0,50.0,50.0,68.0,239.0,0.0,0.0,11.0,1.0,71.0,2.0,12.0,9.0,1.0,2.0,1.0,1.0,2.0,5.0,2.5,0.0,0.0,2.0,4.0,0.0,0.0,17.0,3.0,75.0,N/a,N/a,N/a,N/a
Tom Cairney,"2024-2025 Fulham Stats
(Premier League)",sct SCO,MF,34,19.0,2.0,438.0,1.0,0.0,2.0,1.0,0.1,0.7,13.0,45.0,21.0,0.21,0.0,0.03,0.14,25.0,0.21,0.25,23.5,433.0,92.1,6800.0,94.4,95.4,78.8,8.0,15.0,7.0,3.0,45.0,506.0,5.0,69.0,275.0,169.0,7.0,7.0,36.4,27.3,343.0,1676.0,13.0,3.0,4.0,3.0,417.0,21.0,10.0,5.0,6.0,4.0,1.0,3.0,4.0,24.0,4.91,2.0,0.41,7.0,16.0,0.0,12.0,36.0,4.0,40.0,N/a,N/a,N/a,N/a
Tommy Doyle,"2024-2025 Wolverhampton Wanderers Stats
(Premier League)",eng ENG,MF,23,24.0,3.0,488.0,0.0,1.0,1.0,0.0,0.6,0.5,6.0,40.0,4.0,0.0,0.18,0.1,0.09,22.2,0.37,0.0,24.5,321.0,81.9,6591.0,94.1,89.0,65.6,7.0,3.0,3.0,0.0,40.0,463.0,22.0,128.0,258.0,80.0,4.0,15.0,55.6,11.1,260.0,1417.0,6.0,0.0,9.0,4.0,303.0,4.0,11.0,6.0,6.0,11.0,5.0,6.0,5.0,17.0,3.13,3.0,0.55,5.0,5.0,0.0,15.0,43.0,1.0,14.3,N/a,N/a,N/a,N/a
Tomáš Souček,"2024-2025 West Ham United Stats
(Premier League)",cz CZE,MF,30,29.0,25.0,2150.0,7.0,1.0,8.0,0.0,5.3,1.0,6.0,66.0,58.0,0.29,0.04,0.22,0.04,25.5,0.5,0.15,11.4,598.0,73.4,10053.0,78.7,76.8,69.0,14.0,10.0,8.0,1.0,66.0,1070.0,105.0,293.0,526.0,255.0,93.0,34.0,54.5,45.5,413.0,1237.0,6.0,3.0,16.0,10.0,643.0,58.0,36.0,18.0,65.0,33.0,16.0,17.0,14.0,43.0,1.8,3.0,0.13,39.0,23.0,4.0,11.0,50.0,86.0,57.0,N/a,N/a,N/a,N/a
Tosin Adarabioyo,"2024-2025 Chelsea Stats
(Premier League)",eng ENG,DF,27,19.0,13.0,1227.0,1.0,1.0,3.0,0.0,0.9,0.2,5.0,37.0,1.0,0.07,0.07,0.07,0.02,16.7,0.15,0.08,12.5,984.0,91.4,18002.0,95.7,94.8,60.6,1.0,2.0,1.0,0.0,37.0,1193.0,159.0,567.0,601.0,26.0,13.0,12.0,75.0,0.0,710.0,2932.0,5.0,0.0,3.0,0.0,913.0,1.0,14.0,10.0,26.0,9.0,7.0,2.0,10.0,12.0,0.88,1.0,0.07,8.0,6.0,1.0,0.0,34.0,36.0,58.1,N/a,N/a,N/a,N/a
Toti Gomes,"2024-2025 Wolverhampton Wanderers Stats
(Premier League)",pt POR,DF,26,25.0,24.0,2074.0,0.0,1.0,5.0,0.0,0.7,0.9,20.0,64.0,12.0,0.0,0.04,0.03,0.04,28.6,0.09,0.0,11.6,1112.0,84.6,18792.0,91.0,92.1,50.3,7.0,16.0,5.0,3.0,64.0,1564.0,188.0,739.0,757.0,86.0,15.0,32.0,69.6,21.7,903.0,4419.0,20.0,0.0,16.0,12.0,1047.0,12.0,48.0,35.0,18.0,24.0,14.0,10.0,21.0,18.0,0.78,1.0,0.04,19.0,11.0,4.0,11.0,85.0,41.0,69.5,N/a,N/a,N/a,N/a
Trent Alexander-Arnold,"2024-2025 Liverpool Stats
(Premier League)",eng ENG,DF,26,28.0,26.0,2145.0,2.0,6.0,4.0,0.0,1.6,6.7,48.0,204.0,87.0,0.08,0.25,0.07,0.28,18.4,0.29,0.05,23.6,1321.0,73.9,25377.0,90.0,76.0,50.4,50.0,35.0,62.0,20.0,204.0,2044.0,82.0,546.0,902.0,609.0,39.0,99.0,44.8,48.3,1075.0,4978.0,48.0,8.0,19.0,15.0,1299.0,87.0,67.0,47.0,12.0,25.0,8.0,17.0,30.0,92.0,3.86,10.0,0.42,9.0,7.0,1.0,140.0,120.0,3.0,20.0,N/a,N/a,N/a,N/a
Trevoh Chalobah,"2024-2025 Crystal Palace Stats
(Premier League)",eng ENG,DF,25,12.0,12.0,1060.0,3.0,0.0,1.0,0.0,1.2,0.4,11.0,34.0,6.0,0.25,0.0,0.1,0.03,36.4,0.34,0.27,15.1,349.0,79.0,6831.0,88.7,85.2,51.2,4.0,9.0,2.0,1.0,34.0,594.0,66.0,275.0,276.0,51.0,14.0,23.0,60.0,20.0,278.0,1213.0,11.0,1.0,4.0,7.0,317.0,6.0,20.0,16.0,19.0,19.0,9.0,10.0,19.0,11.0,0.93,0.0,0.0,10.0,15.0,1.0,7.0,56.0,22.0,53.7,N/a,N/a,N/a,N/a
